gene,arm,median_loss,median_neutral,condition,norm_exp
CELF3,1q,1.9035560220400352,2.318448890411579,non_sig,-0.41489286837154404
CELF1,11p,4.85487984611465,4.946370821483048,non_sig,-0.0914909753683979
ITSN1,21q,2.4575687038770004,2.310719356618634,non_sig,0.1468493472583665
ITSN2,2p,2.31055207302876,2.3787918514720476,non_sig,-0.06823977844328777
FMNL2,2q,1.8982983066428645,1.9605581605789522,non_sig,-0.062259853936087683
FMNL3,12q,2.352423970642204,2.026792674124577,non_sig,0.3256312965176269
FMNL1,17q,3.144502847631372,3.5722561999763776,non_sig,-0.42775335234500567
DAAM1,14q,2.5401712319376584,2.742048254187706,non_sig,-0.20187702225004767
LRCH1,13q,2.0512925803161406,2.27272380192691,non_sig,-0.22143122161076922
LRCH4,7q,1.958124829449713,1.9015296347979591,non_sig,0.05659519465175378
LRCH3,3q,0.8352436808970879,0.7726635839850751,non_sig,0.06258009691201283
MIA2,14q,3.0813355266290414,3.3122902492156077,non_sig,-0.23095472258656624
ZMYM2,13q,1.4882470521615465,1.507138651519769,non_sig,-0.018891599358222377
SMAD2,18q,0.3460670635388617,-0.1344755094820296,non_sig,0.4805425730208913
SMAD3,15q,2.735163306379226,2.773777127051189,non_sig,-0.03861382067196306
SMAD4,18q,2.4465392496703693,2.8468972835346658,non_sig,-0.40035803386429647
SMAD5,5q,2.8539770154516053,2.428256259281789,non_sig,0.4257207561698162
SMAD1,4q,0.6500175573059227,1.0067672710888294,non_sig,-0.35674971378290665
SOX10,22q,3.798139206839082,3.839956087018747,non_sig,-0.041816880179665006
MYO3B,2q,3.4333541748110066,3.0857474126271507,non_sig,0.3476067621838559
MYO1C,17p,4.4219230785639,4.589790402199929,non_sig,-0.1678673236360293
MYO1E,15q,1.5235191050241672,2.049335064527111,non_sig,-0.5258159595029437
IRS2,13q,2.0134574559381253,2.11476380786653,non_sig,-0.10130635192840476
IRS1,2q,1.903520430976318,2.0919739417173107,non_sig,-0.1884535107409926
STOM,9q,4.617441664638129,4.672910291099781,non_sig,-0.05546862646165174
TXNL1,18q,5.295967396989162,6.360102064598187,non_sig,-1.064134667609025
PCCA,13q,2.557368665466245,2.701180824728398,non_sig,-0.14381215926215285
